1259;2186
2047;2301
3756;4506
848;3188
2489;3462
4013;4357
2126;2893
4160;4492
3243;3450
1189;1216
1949;2158
4475;4773
3809;4576
1427;2245
388;2465
1179;1915
2788;2813
206;636
66;467
3966;4341
4003;4173
103;972
4369;4788
2609;2663
2461;3202
2660;3102
864;3024
1424;1978
2775;2810
1440;1705
1168;1863
1994;2836
278;2307
632;1075
2454;3354
362;2448
104;416
1519;2390
693;1800
4490;4574
3783;3935
498;616
2853;3522
3261;3525
69;579
30;987
731;3696
3398;3506
308;729
3775;4519
2831;4482
1381;1772
1252;2276
3156;3681
46;1997
1254;1904
1992;2867
948;2972
2498;3107
5;3136
4389;4417
61;2500
1363;1493
214;4287
3616;4503
1459;1951
765;3516
106;619
2079;2151
1172;1592
1273;2213
4044;4359
4040;4656
1585;3361
789;3176
745;816
2998;3714
987;2635
173;2803
4219;4308
2039;2153
4351;4736
297;2759
787;2911
20;4117
1318;1436
2925;3343
3950;4583
1559;2094
2888;4564
1236;2301
1050;2750
53;2794
1878;1928
418;3129
3326;3508
2412;2973
710;2796
3024;3724
3985;4494
1100;1544
2535;3028
3961;4765
741;998
387;535
1558;2193
1518;2030
1519;3199
104;3241
344;728
1143;1231
590;757
2398;2739
1026;3347
2768;3463
2585;2903
4042;4395
1809;3593
332;2880
550;779
1880;3622
37;684
717;3898
2458;2508
3744;4529
1337;2002
1084;1550
1101;1704
1661;2308
182;2026
1951;2240
184;3423
4182;4556
4326;4493
447;466
1919;2276
1780;1858
527;1214
153;3161
2415;4455
946;3112
376;566
2120;3120
1831;2007
1857;3172
3939;4456
3045;3204
146;2934
324;2547
125;3486
13;3193
1005;2138
281;2361
749;2032
4212;4511
466;2823
1711;1958
1888;3005
4397;4501
2646;3223
2645;3520
3791;4756
1946;2301
2446;3195
2285;3121
583;766
1318;1655
523;3918
557;705
310;650
4192;4573
3100;3736
3766;4019
283;3662
228;3873
775;3341
1268;1601
1008;3515
894;3615
2653;3713
3426;3641
937;2718
724;3535
2093;2347
390;2945
1638;1678
2364;3698
695;2654
2361;3115
682;2859
3156;3212
1118;2318
2597;3271
123;2693
3844;4397
1468;3425
2569;3551
3192;3585
587;3823
4328;4453
3006;3287
532;652
529;3083
1364;2005
1126;1244
3482;3741
1459;2043
3858;4679
410;3720
1893;3279
3381;4330
1433;1748
4065;4289
306;2464
35;342
149;3062
4367;4483
808;2442
4594;4743
2658;2678
374;711
4476;4771
1613;3194
3870;4633
580;3394
1568;1955
4294;4574
2133;2232
2662;3560
3772;4157
4157;4188
1438;1842
456;4588
875;2699
2559;2930
1815;2257
545;3546
1367;3837
3917;4607
2775;3150
4108;4283
1504;1777
274;848
4303;4493
3853;4415
69;3681
2539;3634
3111;3688
2156;2902
341;1240
4191;4759
98;3399
757;3604
405;2991
2433;2617
3746;3785
150;310
927;3920
1387;1961
121;582
716;863
272;448
2204;2747
2711;3259
739;1914
1839;2149
1027;2629
1462;2058
3085;3606
1216;1690
276;2851
2785;3573
1421;1585
846;2435
3259;3396
2792;3387
2383;3728
3903;4671
1180;1208
2462;3675
711;2510
215;2719
872;2615
4112;4425
4151;4183
3179;3670
3612;3734
2789;3342
2436;2508
1688;2050
2184;2797
2388;3601
1897;2188
719;3212
2222;2332
4322;4494
1805;3640
4017;4295
2565;3494
4453;4689
198;2497
4274;4420
583;1401
2604;3408
720;2457
1087;1592
253;3407
1259;1868
1835;2131
1139;1662
3645;3675
4240;4555
3318;4378
3404;4315
2111;3433
4248;4539
808;3360
88;878
1376;1419
4150;4390
753;2480
1056;1757
4034;4241
156;959
2128;2264
3114;3595
3386;3444
2704;3620
599;2892
4171;4453
2259;3044
4276;4613
918;2442
2113;3455
2508;3413
3775;4331
2558;3087
215;3658
747;3720
175;227
521;2367
835;2484
972;1843
2734;2790
558;928
1705;2111
211;1847
2362;2997
2835;3681
88;2002
1587;2111
3498;4726
3848;4130
2625;2989
3828;4132
487;2695
274;3369
616;2484
