gene_index	gene_name
13011	P2ry12
13013	P2ry14
13019	P4ha3
13032	Pacrg
13067	Palmd
13068	Pam
13089	Pappa2
13094	Paqr5
13103	Pard6g
13105	Park2
13149	Pbx1
13162	Pcdh1
13165	Pcdh12
13167	Pcdh17
13168	Pcdh18
13169	Pcdh19
13173	Pcdh9
13184	Pcdhb10
13198	Pcdhb3
13200	Pcdhb5
13202	Pcdhb7
13207	Pcdhga12
13243	Pcnt
13247	Pcolce
13248	Pcolce2
13251	Pcp4l1
13252	Pcsk1
13256	Pcsk5
13257	Pcsk6
13275	Pdcd4
13287	Pde1a
13294	Pde4b
13298	Pde5a
13299	Pde6a
13307	Pde8b
13310	Pdgfa
13314	Pdgfra
13315	Pdgfrb
13323	Pdia5
13333	Pdlim3
13340	Pdpn
13352	Pdzd2
13360	Pdzrn3
13366	Pecam1
13380	Penk
13405	Pf4
13412	Pfkfb2
13418	Pfn1
13433	Pgcp
13435	Pgf
13440	Pglyrp1
13458	Phactr3
13496	Phlda1
13498	Phlda3
13517	Pi15
13518	Pi16
13520	Pi4k2b
13530	Pid1
13574	Pilra
13575	Pilrb1
13576	Pilrb2
13577	Pim1
13607	Pitpnc1
13643	Pkp3
13651	Pla2g1b
13659	Pla2g4b
13666	Pla2g7
13671	Plac8
13673	Plac9
13675	Plagl1
13677	Plat
13679	Plaur
13681	Plbd1
13685	Plcb3
13695	Plcl1
13698	Plcxd2
13703	Pld4
13709	Plek
13719	Plekhb1
13741	Plin2
13747	Plk2
13751	Pllp
13756	Plp1
13762	Plscr2
13766	Pltp
13767	Plvap
13768	Plxdc1
13769	Plxdc2
13781	Pmaip1
13783	Pmepa1
13790	Pmp22
13796	Pnck
13800	Pnlip
13801	Pnliprp1
13808	Pnmt
13816	Pnpla3
13828	Podn
13829	Podnl1
13830	Podxl
13907	Postn
13910	Pou2af1
13912	Pou2f2
13926	Ppap2a
13927	Ppap2b
13954	Ppic
13965	Ppil6
13993	Ppp1r14a
13995	Ppp1r14c
13997	Ppp1r15a
14000	Ppp1r16b
14002	Ppp1r1a
14031	Ppp2r2c
14064	Ppy
14071	Pram1
14098	Prdx5
14099	Prdx6
14104	Prelp
14108	Prex2
14109	Prf1
14112	Prg4
14132	Prkar2b
14133	Prkca
14134	Prkcb
14137	Prkcdbp
14141	Prkcq
14148	Prkg1
14149	Prkg2
14167	Prmt8
14169	Prnp
14177	Prokr1
14205	Prps1l1
14212	Prr13
14214	Prr15
14215	Prr15l
14223	Prr5l
14224	Prr7
14238	Prrx1
14244	Prss2
14246	Prss23
14277	Prx
14278	Psap
14368	Ptcra
14386	Ptgis
14390	Ptgs2
14394	Pthlh
14395	Ptk2
14405	Ptp4a3
14409	Ptplad2
14417	Ptpn18
14426	Ptpn6
14430	Ptprb
14431	Ptprc
14432	Ptprcap
14433	Ptprd
14435	Ptprf
14441	Ptprn
14445	Ptprr
14451	Ptrf
14471	Pvalb
14489	Pycard
14493	Pydc3
14496	Pygl
14500	Pyhin1
14508	Qpct
14511	Qrfp
14563	Rab37
14607	Rac2
14652	Ramp1
14653	Ramp2
14654	Ramp3
14677	Rapgef4
14687	Rarres2
14696	Rasal3
14697	Rasd1
14700	Rasgef1a
14704	Rasgrf2
14706	Rasgrp2
14707	Rasgrp3
14708	Rasgrp4
14709	Rasip1
14712	Rasl11a
14713	Rasl11b
14722	Rassf6
14741	Rbfox1
14790	Rbp1
14793	Rbp4
14794	Rbp7
14815	Rcn3
14826	Rdh12
14832	Rdh5
14839	Reck
14843	Reep1
14850	Reg3g
14857	Reln
14870	Rerg
14872	Resp18
14874	Ret
14875	Retn
14876	Retnla
14878	Retnlg
14925	Rgs1
14926	Rgs10
14927	Rgs11
14928	Rgs12
14931	Rgs16
14932	Rgs17
14935	Rgs2
14939	Rgs4
14940	Rgs5
14964	Rhob
14973	Rhoj
14982	Rhox5
14996	Riiad1
15022	Ripply3
15026	Rlf
15038	Rn45s
15042	Rnase4
15043	Rnase6
15076	Rnf144a
15081	Rnf149
15183	Rpl10l
15185	Rpl12
15221	Rpl39l
15222	Rpl3l
15249	Rprml
15257	Rps15a-ps4
15258	Rps15a-ps6
15280	Rps4y2
15304	Rrad
15315	Rrm2
15330	Rsad2
15339	Rsph1
15344	Rsph9
15345	Rspo1
15359	Rtkn2
15367	Rtn4rl1
15371	Rtp3
15372	Rtp4
15383	Runx1t1
15385	Runx3
15401	Rxrg
15407	S100a1
15409	S100a11
15412	S100a16
15415	S100a4
15417	S100a6
15419	S100a8
15420	S100a9
15421	S100b
15422	S100g
15425	S1pr1
15427	S1pr3
15428	S1pr4
15429	S1pr5
15432	Saa3
15451	Samd3
15458	Samhd1
15460	Samsn1
15471	Sarm1
15480	Sat1
15482	Satb1
15494	Sbsn
15510	Scara3
15511	Scara5
15512	Scarb1
15515	Scarf2
15520	Scd1
15529	Scg5
15530	Scgb1a1
15532	Scgb3a1
15533	Scgb3a2
15548	Scn3a
15549	Scn3b
15553	Scn7a
15557	Scnn1a
15565	Scrg1
15574	Scube2
15576	Scx
15581	Sdc1
15582	Sdc2
15583	Sdc3
15584	Sdc4
15599	Sdk2
15600	Sdpr
15615	Sec14l3
15616	Sec14l4
15646	Selenbp1
15649	Sell
15650	Selm
15651	Selp
15652	Selplg
15655	Sema3c
15656	Sema3d
15658	Sema3f
15671	Sema6d
15684	Sepp1
15686	Sept1
15692	Sept4
15699	Sepx1
15724	Serpina3f
15725	Serpina3g
15731	Serpina3n
15737	Serpinb10-ps
15741	Serpinb1a
15751	Serpinb6b
15754	Serpinb7
15756	Serpinb9
15757	Serpinb9b
15760	Serpine1
15761	Serpine2
15763	Serpinf1
15765	Serping1
15766	Serpinh1
15802	Sfi1
15805	Sfn
15806	Sfpi1
15809	Sfrp1
15810	Sfrp2
15811	Sfrp4
15812	Sfrp5
15818	Sfta2
15819	Sftpa1
15820	Sftpb
15821	Sftpc
15822	Sftpd
15827	Sfxn5
15832	Sgcg
15834	Sgip1
15835	Sgk1
15838	Sgms1
15854	Sh2d1a
15856	Sh2d2a
15865	Sh3bgrl3
15874	Sh3gl3
15903	Shisa3
15905	Shisa5
15917	Shroom1
15919	Shroom3
15932	Siglece
15933	Siglecg
15934	Siglech
15950	Sirpa
15952	Sirpb1b
15969	Skap1
16001	Slc11a1
16031	Slc16a3
16048	Slc18a2
16054	Slc1a3
16112	Slc25a25
16167	Slc2a3
16171	Slc2a6
16190	Slc34a2
16194	Slc35a3
16215	Slc36a2
16228	Slc38a5
16233	Slc39a1
16245	Slc39a8
16248	Slc3a2
16249	Slc40a1
16255	Slc43a3
16258	Slc44a3
16303	Slc6a15
16304	Slc6a17
16307	Slc6a2
16309	Slc6a20b
16313	Slc6a6
16314	Slc6a7
16318	Slc7a10
16319	Slc7a11
16335	Slc8a3
16341	Slc9a3r2
16354	Slco2a1
16360	Slfn1
16361	Slfn10-ps
16363	Slfn2
16365	Slfn4
16366	Slfn5
16378	Slitrk6
16383	Sln
16384	Slpi
16387	Slurp1
16396	Smad6
16398	Smad9
16399	Smagp
16420	Smc4
16438	Smoc1
16439	Smoc2
16447	Smpdl3a
16465	Snai1
16469	Snap25
16479	Snca
16482	Sncg
16487	Snhg10
16488	Snhg11
16569	Sntn
16606	Socs2
16607	Socs3
16614	Sod3
16622	Sorcs1
16631	Sostdc1
16637	Sox10
16638	Sox11
16643	Sox17
16644	Sox18
16650	Sox4
16651	Sox5
16653	Sox7
16655	Sox9
16658	Sp110
16664	Sp6
16668	Spa17
16669	Spaca1
16676	Spag11b
16678	Spag17
16685	Sparc
16686	Sparcl1
16689	Spata13
16731	Speg
16743	Spib
16757	Spink5
16763	Spint2
16768	Spn
16782	Spon1
16783	Spon2
16786	Spp1
16807	Spry1
16808	Spry2
16828	Src
16829	Srcin1
16843	Srgn
16860	Srpx
16922	St6galnac2
16925	St6galnac5
16935	Stab1
16948	Stap2
16951	Stard13
16968	Stbd1
16969	Stc1
16974	Steap4
16975	Stfa1
16977	Stfa2l1
16987	Stk17b
17005	Stmn1
17007	Stmn2
17015	Stox1
17053	Styk1
17066	Sulf1
17068	Sult1a1
17073	Sult1e1
17117	Sv2a
17123	Svip
17134	Sybu
17159	Syngr3
17166	Synpo2
17182	Syt17
17186	Syt5
17193	Sytl3
17215	Tacstd2
17245	Tagln
17250	Taldo1
17288	Tbc1d10c
17309	Tbc1d8
17334	Tbx1
17339	Tbx2
17340	Tbx20
17341	Tbx21
17343	Tbx3
17345	Tbx5
17346	Tbx6
17351	Tcap
17368	Tcf15
17371	Tcf21
17386	Tcn2
17401	Tctex1d4
17406	Tdgf1
17408	Tdo2
17431	Tek
17432	Tekt1
17458	Tex14
17500	Tgfb3
17501	Tgfbi
17510	Tgm3
17530	Thbd
17531	Thbs1
17532	Thbs2
17534	Thbs4
17553	Thrsp
17554	Thsd1
17562	Thy1
17570	Tie1
17593	Timp1
17594	Timp2
17595	Timp3
17598	Tinagl1
17628	Tlr12
17644	Tm4sf1
17668	Tmcc1
17669	Tmcc2
17689	Tmeff1
17691	Tmem100
17698	Tmem107
17707	Tmem119
17730	Tmem140
17743	Tmem151a
17745	Tmem154
17746	Tmem158
17765	Tmem176a
17766	Tmem176b
17768	Tmem178
17795	Tmem2
17797	Tmem200a
17803	Tmem204
17811	Tmem212
17838	Tmem37
17843	Tmem40
17870	Tmem63c
17891	Tmem88
17925	Tmprss2
17933	Tmsb15a
17937	Tmsb4x
17948	Tnc
17951	Tnfaip2
17952	Tnfaip3
17953	Tnfaip6
17960	Tnfrsf11b
17961	Tnfrsf12a
17963	Tnfrsf13c
17966	Tnfrsf18
17969	Tnfrsf1b
17975	Tnfrsf4
17977	Tnfrsf9
17978	Tnfsf10
17979	Tnfsf11
17983	Tnfsf14
17987	Tnfsf8
18006	Tnnt1
18007	Tnnt2
18018	Tns1
18019	Tns3
18021	Tnxb
18043	Top2a
18055	Tox
18063	Tpd52
18070	Tpm1
18071	Tpm2
18080	Tppp3
18102	Traf3ip1
18133	Trdn
18135	Trem1
18137	Trem3
18140	Treml4
18144	Trf
18151	Trib2
18153	Tril
18174	Trim30b
18184	Trim37
18209	Trim67
18240	Tro
18256	Trpc3
18260	Trpc6
18264	Trpm2
18282	Try4
18283	Try5
18286	Tsc22d1
18288	Tsc22d3
18304	Tsix
18307	Tslp
18311	Tspan1
18313	Tspan11
18314	Tspan12
18315	Tspan13
18317	Tspan15
18319	Tspan18
18323	Tspan32
18328	Tspan7
18329	Tspan8
18414	Ttll7
18421	Ttyh1
18422	Ttyh2
18425	Tuba1a
18434	Tubb2a
18437	Tubb3
18438	Tubb4a
18439	Tubb4b
18461	Tusc5
18469	Txk
18471	Txlnb
18473	Txn1
18499	Tyrobp
18531	Ube2c
18548	Ube2l6
18601	Uchl1
18612	Ucp2
18620	Ugcg
18665	Unc45b
18668	Unc5b
18681	Upb1
18687	Upk1b
18690	Upk3b
18691	Upp1
18716	Ushbp1
18727	Usp18
18818	Vcam1
18827	Vegfa
18829	Vegfc
18845	Vit
18863	Vmn2r-ps129
18884	Vmp1
18891	Vpreb3
18909	Vps37b
18930	Vsnl1
18932	Vstm2b
18939	Vtn
18940	Vwa1
18948	Vwf
19043	Wdr92
19045	Wdr95
19046	Wdr96
19052	Wfdc1
19053	Wfdc10
19055	Wfdc12
19060	Wfdc2
19063	Wfdc6a
19064	Wfdc6b
19065	Wfdc8
19076	Wif1
19082	Wisp1
19083	Wisp2
19095	Wnt2
19099	Wnt4
19100	Wnt5a
19102	Wnt6
19115	Wscd1
19130	Xcl1
19136	Xist
19248	Zbtb37
19324	Zdhhc3
19358	Zfp112
19446	Zfp36
19452	Zfp36l1
19453	Zfp36l2
19503	Zfp493
19522	Zfp536
19578	Zfp663
19587	Zfp689
19649	Zfp827
19682	Zfp935
19729	Zg16
19767	Zmynd15
19788	Zpbp2
