391;564
4020;4759
2653;2823
3881;4173
594;4047
1102;1732
2364;2934
3622;4844
1025;1679
1332;1597
2807;5091
178;3366
2208;2538
2953;5380
4588;4925
3790;4169
2054;4595
1834;4703
3002;4632
3375;5206
1173;1632
4601;4831
2994;4303
2424;4667
3810;5310
4136;5205
610;660
1522;1754
4192;4401
3936;5241
437;2116
395;2772
1621;5432
4637;5080
2496;3022
4233;5170
2294;5116
2407;4674
2397;4238
4751;5163
437;729
1182;1537
3245;5154
884;1910
2645;3134
2254;5406
1137;2090
1016;1190
3031;3087
2223;2304
15;2294
2515;4974
3622;4565
664;1902
328;1192
3900;4690
3068;5338
2288;4185
76;2282
3150;3688
2180;4788
2579;4021
3269;4638
2709;3806
491;497
2496;3861
2099;4179
2855;3705
86;4891
2400;2446
496;1917
1423;1599
1890;2250
2212;3373
622;1452
4346;5086
444;3521
915;1760
589;1481
3719;4443
3262;4678
1070;1128
1328;1351
3564;5342
5159;5249
2852;4041
3875;4675
3378;5145
2993;4170
3490;4543
2303;5040
327;1965
3047;3135
2164;2173
1163;1175
2320;3093
1016;1378
4147;4845
450;1304
1239;4120
845;1365
827;950
2192;4172
1775;4192
4554;4565
2260;2724
2692;4745
2884;5427
338;1715
483;1472
459;4575
3766;4762
1441;4146
181;1033
2801;3331
3407;4583
993;1767
233;2130
1187;1543
3104;4099
616;2586
979;3720
1413;1481
3386;4694
2385;4171
79;2487
1299;4157
4607;5008
2230;2993
2964;3051
3967;4657
2373;3182
3135;5472
2477;4284
786;3574
753;1292
3832;4545
1200;1357
2306;4132
3501;5133
299;1360
2663;4942
252;1924
159;200
105;1537
327;858
2900;2904
203;1352
2277;2338
660;1855
957;1087
740;1713
2966;3408
3593;4729
3614;3979
570;5032
3912;3923
1227;3201
4072;4303
4025;5083
1347;4240
4031;5185
2707;4660
2572;3382
4745;5132
4201;4258
2272;2753
661;4800
1221;2315
2577;3296
3146;4166
3683;5140
881;1154
4318;4657
1320;4071
3307;4495
2801;4747
176;1925
216;779
2420;4064
4305;4468
2251;3403
2775;2835
4165;5271
2343;3770
1759;4763
644;1249
66;277
3547;4963
232;2505
1159;1683
3592;5299
4066;5334
442;3268
3289;4165
151;684
2287;4040
171;178
266;1942
532;4785
3309;4836
594;4842
3234;3876
1062;1138
4044;4737
3473;3497
4282;4440
4046;4563
2614;3055
1383;1478
5124;5154
22;1167
2323;4347
709;1043
2546;4103
2394;3880
213;452
285;855
3218;5331
2362;4995
789;1163
2432;2832
3593;4536
1746;1950
315;1308
1199;5036
664;2068
1703;2100
889;1227
2967;5296
1459;1542
4005;5232
161;730
213;1665
3382;4698
765;4224
3942;5342
1488;3905
847;1094
743;837
102;1879
3693;5390
2920;4134
4580;5434
1177;3073
55;4431
2742;4387
3687;5230
184;2152
3079;3530
2677;4666
1394;3426
584;3105
