0;1092
0;1937
0;5222
0;5273
0;5402
0;7432
0;7516
0;9173
0;9409
1;1990
1;2139
1;2154
1;4414
1;5666
1;7226
1;8549
1;9329
1;9547
2;999
2;1288
2;2405
2;4663
2;5348
2;6791
2;8924
2;9044
2;9482
3;495
3;706
3;2305
3;3284
3;3927
3;4828
3;5857
3;8942
3;9601
4;1991
4;1992
4;2907
4;2997
4;3336
4;4089
4;4499
4;7018
4;7732
5;362
5;1069
5;4952
5;5494
5;6554
5;6996
5;7291
5;7928
5;8676
6;218
6;1583
6;3864
6;4153
6;4949
6;5574
6;6462
6;8248
6;8563
7;442
7;1428
7;1738
7;1933
7;3766
7;7352
7;7373
7;8474
7;9360
8;68
8;1244
8;1624
8;2980
8;3418
8;6688
8;7047
8;7910
8;9410
9;196
9;594
9;4426
9;4763
9;5002
9;5475
9;5604
9;6403
9;7028
10;1294
10;2414
10;3502
10;3996
10;5041
10;5689
10;6972
10;9865
10;9877
11;3356
11;3548
11;3905
11;3913
11;4159
11;4429
11;7913
11;8298
11;9176
12;375
12;1654
12;2539
12;2595
12;4351
12;4443
12;6019
12;8324
12;8605
13;853
13;1702
13;6356
13;6509
13;7162
13;8600
13;8667
13;8751
13;8981
14;53
14;386
14;1773
14;1944
14;5433
14;6638
14;6888
14;9292
14;9883
15;3360
15;3683
15;3686
15;4232
15;4357
15;4761
15;5980
15;6428
15;7095
16;333
16;926
16;6246
16;7109
16;8443
16;8893
16;9136
16;9432
16;9769
17;1064
17;1746
17;2423
17;4146
17;4971
17;5144
17;6504
17;6982
17;8196
18;2
18;2286
18;5348
18;5871
18;6599
18;6791
18;7948
18;9044
18;9482
19;118
19;1532
19;2214
19;4989
19;5617
19;7923
19;8670
19;9556
19;9656
20;28
20;3674
20;4049
20;4866
20;5059
20;7401
20;8615
20;9288
20;9317
21;1069
21;1503
21;3341
21;4018
21;5887
21;7049
21;7291
21;7403
21;7790
22;541
22;1117
22;1995
22;4910
22;7239
22;8199
22;8438
22;8806
22;9977
23;2624
23;3390
23;4781
23;6868
23;7652
23;8466
23;8990
23;9081
23;9914
24;2427
24;3373
24;3574
24;4161
24;4371
24;4476
24;4666
24;4769
24;7796
25;578
25;1388
25;1823
25;2669
25;5320
25;7848
25;8022
25;8748
25;9480
26;4549
26;6023
26;6437
26;6964
26;7014
26;7571
26;8062
26;8404
26;9939
27;1415
27;2055
27;2943
27;4817
27;4860
27;5195
27;5642
27;5860
27;8308
27;9447
28;201
28;363
28;481
28;683
28;2587
28;3273
28;4049
28;5059
28;9829
29;182
29;631
29;1093
29;1950
29;2218
29;4156
29;8105
29;8528
29;9564
30;3801
30;4886
30;5194
30;5444
30;5461
30;7004
30;7211
30;7407
30;8096
31;278
31;1761
31;2131
31;2807
31;2945
31;3886
31;7905
31;8848
31;9082
32;163
32;1813
32;2397
32;3054
32;3897
32;5271
32;5413
32;5881
32;9579
33;31
33;98
33;779
33;2131
33;3983
33;4940
33;5028
33;7326
33;8513
34;747
34;1753
34;1843
34;4872
34;5620
34;7569
34;8567
34;8676
34;8937
35;976
35;2976
35;6206
35;7734
35;7983
35;8488
35;8694
35;8993
35;9321
36;187
36;1457
36;3075
36;3972
36;4692
36;5689
36;6400
36;7168
36;9021
37;150
37;2066
37;3067
37;3795
37;3835
37;4513
37;6289
37;7669
37;8195
38;1991
38;1992
38;2381
38;3334
38;4932
38;7018
38;8893
38;9840
38;9981
39;1714
39;1742
39;1765
39;3089
39;5613
39;6015
39;6294
39;6395
39;8875
40;1232
40;1851
40;3560
40;4604
40;6620
40;7034
40;7038
40;7738
40;8778
41;837
41;2903
41;4135
41;4314
41;4847
41;5046
41;6811
41;8386
41;8457
42;102
42;624
42;1285
42;1429
42;1850
42;2027
42;3165
42;4915
42;7998
43;1763
43;2486
43;2532
43;2916
43;3081
43;3333
43;3386
43;6944
43;8577
44;907
44;1400
44;2508
44;4877
44;5514
44;6648
44;6813
44;7032
44;9727
45;379
45;2601
45;3920
45;5318
45;6508
45;6899
45;7351
45;8888
45;9512
46;450
46;1224
46;1609
46;2459
46;4170
46;6998
46;8235
46;8524
46;9542
47;194
47;856
47;1946
47;2823
47;3950
47;5888
47;7020
47;8683
47;8815
48;1072
48;4284
48;4988
48;5906
48;8230
48;9092
48;9252
48;9269
48;9364
49;1763
49;1814
49;4240
49;6151
49;7357
49;7615
49;8075
49;8258
49;8449
50;375
50;2006
50;2595
50;3343
50;4542
50;6019
50;6246
50;7779
50;8605
51;342
51;2068
51;2660
51;2738
51;2896
51;4075
51;4367
51;6409
51;6915
52;528
52;598
52;3127
52;4543
52;7208
52;8462
52;8872
52;9510
52;9813
53;4705
53;4787
53;5000
53;6037
53;6638
53;6888
53;8286
53;9521
53;9883
54;611
54;1245
54;1906
54;4723
54;5280
54;5713
54;6783
54;7000
54;7169
55;386
55;641
55;2408
55;2519
55;4581
55;5883
55;7975
55;8783
55;8874
56;530
56;1692
56;2444
56;3760
56;3865
56;6224
56;7322
56;7640
56;9207
57;651
57;1275
57;2469
57;3832
57;3876
57;4111
57;4548
57;6832
57;9185
58;504
58;655
