-2.984810919478875491e+01,-2.547123560036704593e+00
-1.048968632780134769e+01,2.400614104170387719e+01
6.252236216169225536e+00,1.165648487444373593e+01
-2.232482765130710334e+01,1.079911940018052263e+01
8.623278680069420332e+00,3.424124105656610961e+00
1.196701772449185519e+01,7.730920584662959172e-01
-8.231328193334205068e+00,-1.024151831768233478e+01
-2.551556098736608647e+01,-1.366597771897678193e+01
3.955618159328584849e+00,-1.311090124383905220e+01
5.969268029758311833e+00,-1.055898023868582669e+01
9.847028172099497212e+00,-6.404374226880751308e+00
-1.531797001299687722e+01,-1.861567170909156843e+01
5.771260180647017179e+00,1.031623499395008992e+01
-2.264763345599283828e-01,1.547221978837360457e+00
-2.152337806132335629e+01,-1.047718179482919121e+00
2.070425518874125004e+01,-1.653230270239867394e+01
-1.219218831436408301e+01,9.055422409678316242e+00
8.620834075436251354e+00,-3.251947775208138935e+00
-1.283235915678363703e+01,-1.906903406016518332e+01
-9.107173007608198034e+00,3.514977019589850471e+01
7.183215442629514946e+00,-1.061743778810904715e+01
-8.655575646170371229e+00,2.448620223111194605e+01
4.740633173784966736e+00,1.222648207605684334e+01
-8.255260145219393664e+00,1.198653768566142697e+00
1.249120395534055517e+00,-8.863959681550998226e+00
1.146792743105631196e+01,2.172299495927328739e+00
-3.306745772917912607e+00,-1.495788886307715160e+01
-5.134601641969580577e+00,3.751301684989999075e+01
-3.365830434278548555e+00,-1.545484419768125584e+01
-2.864421081085092524e+01,-3.037598925611014966e+00
-1.003651859325220741e+01,3.359942823277875590e+01
-8.330286633441867039e+00,-1.470800885740626818e+01
-1.196807194401614005e+01,-4.508759476179593051e+00
2.499900349020886026e+01,-8.871740863071320149e+00
-3.789713493739505168e+00,1.728104730108318066e+01
-7.318049334911107540e-01,1.858731412102580194e+01
1.321352994916086265e+00,3.464238086059813426e+00
2.097586450841554928e+00,-1.299831160188218782e+01
8.848426109109469806e+00,3.623989878080483340e+00
-1.936101830153611658e+01,-1.657188465967156432e+01
2.412533970534799510e-01,5.224461521491335247e+00
2.202262285705993250e+01,-1.228423753198562629e+01
-9.242447203131160194e+00,-1.197578506212595606e+01
2.476073664851911360e+01,-1.230951075410149720e+01
-1.981811496143952311e+01,2.555487932202465728e+01
-4.232715780257814586e+00,1.187180920497802106e+01
-1.208647331618211673e+01,2.314340658122750582e+01
1.819185540612490437e-01,1.828975628953651267e+01
1.543584829658550106e+01,-2.228692547884642039e+01
2.697439421150315653e+01,-2.259100076036759663e+00
7.604628799027160824e+00,-2.309166159983578215e+00
5.175743994454816033e+00,5.131953276795337082e+00
-8.331745418679744830e+00,2.352986493445831329e+01
-2.749609502377498771e+01,-6.498855163733025186e+00
7.745159689542754577e+00,-1.026775818771529813e+01
2.127692588765006576e+01,-9.527047510429483168e+00
-1.307366265939502981e+01,1.060223776597200107e+01
-1.977153661510613247e+01,2.227387224385248032e+01
-4.842571585134757939e+00,1.398558206939887683e+01
