gene_index	gene_name
12459	Nmu
12461	Nnat
12462	Nnmt
12492	Nop58
12496	Nos3
12499	Notch1
12500	Notch2
12501	Notch3
12502	Notch4
12503	Notum
12504	Nov
12506	Nova2
12520	Npc2
12535	Npm2
12538	Npnt
12541	Nppc
12550	Nptx1
12555	Npy
12556	Npy1r
12582	Nr4a1
12583	Nr4a2
12590	Nrarp
12601	Nrgn
12603	Nrip2
12604	Nrip3
12608	Nrn1
12612	Nrp1
12613	Nrp2
12624	Nsg1
12648	Ntf3
12655	Ntn5
12656	Ntng1
12660	Ntrk2
12661	Ntrk3
12662	Nts
12729	Nupr1
12748	Nyx
12761	Oas3
12762	Oasl1
12766	Oaz2
12769	Obfc2a
12782	Odc1
12786	Odf3b
12791	Odz2
12803	Ogn
12806	Oit1
12817	Olfml3
12830	Olfr1372-ps1
12866	Olfr558
12891	Olr1
12893	Omd
12899	Ooep
12931	Orm2
12955	Osm
12958	Osr2
12973	Otor
13002	P2rx1
13010	P2ry10
13039	Padi1
13042	Padi4
13067	Palmd
13068	Pam
13089	Pappa2
13092	Paqr3
13098	Paqr9
13103	Pard6g
13114	Parp14
13133	Pax1
13140	Pax8
13162	Pcdh1
13165	Pcdh12
13167	Pcdh17
13170	Pcdh20
13215	Pcdhga9
13234	Pck1
13247	Pcolce
13248	Pcolce2
13251	Pcp4l1
13252	Pcsk1
13253	Pcsk1n
13269	Pdcd1
13272	Pdcd1lg2
13286	Pde12
13290	Pde2a
13294	Pde4b
13308	Pde9a
13311	Pdgfb
13314	Pdgfra
13331	Pdlim1
13334	Pdlim4
13340	Pdpn
13355	Pdzd7
13366	Pecam1
13369	Peg10
13380	Penk
13386	Perp
13402	Pex5l
13405	Pf4
13413	Pfkfb3
13418	Pfn1
13421	Pfn4
13432	Pgc
13440	Pglyrp1
13496	Phlda1
13501	Phldb3
13517	Pi15
13518	Pi16
13545	Pigr
13556	Pih1d2
13567	Pik3r1
13572	Pik3r6
13574	Pilra
13576	Pilrb2
13577	Pim1
13579	Pim3
13596	Pir
13629	Pkhd1l1
13631	Pkib
13645	Pla1a
13652	Pla2g2a
13654	Pla2g2d
13657	Pla2g3
13664	Pla2g5
13666	Pla2g7
13671	Plac8
13673	Plac9
13677	Plat
13679	Plaur
13681	Plbd1
13703	Pld4
13709	Plek
13714	Plekha4
13719	Plekhb1
13726	Plekhg4
13736	Plekhn1
13744	Plin5
13747	Plk2
13751	Pllp
13752	Pln
13756	Plp1
13761	Plscr1
13762	Plscr2
13766	Pltp
13767	Plvap
13771	Plxna2
13776	Plxnb3
13778	Plxnd1
13782	Pmel
13789	Pmp2
13790	Pmp22
13801	Pnliprp1
13803	Pnma1
13829	Podnl1
13830	Podxl
13896	Pon1
13907	Postn
13914	Pou3f1
13915	Pou3f2
13923	Ppa1
13926	Ppap2a
13927	Ppap2b
13939	Ppbp
13948	Ppfia4
13993	Ppp1r14a
13996	Ppp1r14d
13997	Ppp1r15a
14000	Ppp1r16b
14003	Ppp1r1b
14071	Pram1
14077	Prb1
14081	Prdm1
14098	Prdx5
14099	Prdx6
14110	Prg2
14112	Prg4
14134	Prkcb
14139	Prkch
14141	Prkcq
14149	Prkg2
14156	Prlr
14167	Prmt8
14168	Prnd
14169	Prnp
14172	Procr
14176	Prok2
14183	Prosapip1
14203	Prpmp5
14233	Prrg4
14237	Prrt4
14239	Prrx2
14242	Prss12
14244	Prss2
14246	Prss23
14252	Prss32
14277	Prx
14278	Psap
14316	Psmb8
14375	Ptgds
14389	Ptgs1
14390	Ptgs2
14391	Pth
14394	Pthlh
14397	Ptk6
14401	Ptn
14405	Ptp4a3
14417	Ptpn18
14427	Ptpn7
14430	Ptprb
14431	Ptprc
14432	Ptprcap
14434	Ptpre
14436	Ptprg
14441	Ptprn
14445	Ptprr
14457	Ptx3
14493	Pydc3
14511	Qrfp
14514	Qrich2
14530	Rab11fip1
14548	Rab25
14563	Rab37
14568	Rab3b
14579	Rab44
14590	Rab8b
14607	Rac2
14652	Ramp1
14653	Ramp2
14654	Ramp3
14676	Rapgef3
14677	Rapgef4
14678	Rapgef5
14687	Rarres2
14695	Rasal2
14697	Rasd1
14700	Rasgef1a
14702	Rasgef1c
14704	Rasgrf2
14706	Rasgrp2
14707	Rasgrp3
14709	Rasip1
14712	Rasl11a
14713	Rasl11b
14725	Rassf9
14790	Rbp1
14793	Rbp4
14794	Rbp7
14798	Rbpms2
14802	Rcan1
14803	Rcan2
14826	Rdh12
14838	Rec8
14850	Reg3g
14857	Reln
14859	Rem1
14871	Rergl
14872	Resp18
14875	Retn
14876	Retnla
14878	Retnlg
14925	Rgs1
14926	Rgs10
14929	Rgs13
14930	Rgs14
14931	Rgs16
14935	Rgs2
14937	Rgs22
14939	Rgs4
14940	Rgs5
14955	Rhbdl2
14964	Rhob
14972	Rhoh
14984	Rhox8
14989	Ribc1
14996	Riiad1
14999	Rilpl2
15022	Ripply3
15038	Rn45s
15042	Rnase4
15049	Rnasel
15051	Rnd1
15066	Rnf125
15081	Rnf149
15098	Rnf186
15145	Robo3
15146	Robo4
15243	Rpph1
15304	Rrad
15330	Rsad2
15339	Rsph1
15347	Rspo3
15371	Rtp3
15372	Rtp4
15380	Rundc3a
15385	Runx3
15407	S100a1
15408	S100a10
15409	S100a11
15411	S100a14
15414	S100a3
15415	S100a4
15416	S100a5
15417	S100a6
15419	S100a8
15420	S100a9
15421	S100b
15422	S100g
15425	S1pr1
15427	S1pr3
15428	S1pr4
15432	Saa3
15451	Samd3
15460	Samsn1
15480	Sat1
15482	Satb1
15492	Sbp
15493	Sbpl
15494	Sbsn
15510	Scara3
15511	Scara5
15512	Scarb1
15514	Scarf1
15520	Scd1
15521	Scd2
15527	Scg2
15528	Scg3
15529	Scg5
15530	Scgb1a1
15532	Scgb3a1
15533	Scgb3a2
15553	Scn7a
15557	Scnn1a
15584	Sdc4
15590	Sdf2l1
15600	Sdpr
15615	Sec14l3
15639	Secisbp2l
15645	Sele
15646	Selenbp1
15649	Sell
15651	Selp
15652	Selplg
15653	Sema3a
15654	Sema3b
15658	Sema3f
15659	Sema3g
15662	Sema4c
15663	Sema4d
15664	Sema4f
15668	Sema6a
15669	Sema6b
15671	Sema6d
15672	Sema7a
15682	Sephs2
15684	Sepp1
15691	Sept3
15692	Sept4
15699	Sepx1
15708	Serinc3
15709	Serinc4
15717	Serpina1b
15719	Serpina1d
15724	Serpina3f
15725	Serpina3g
15731	Serpina3n
15738	Serpinb11
15741	Serpinb1a
15744	Serpinb2
15751	Serpinb6b
15754	Serpinb7
15760	Serpine1
15761	Serpine2
15763	Serpinf1
15765	Serping1
15766	Serpinh1
15791	Sez6l
15805	Sfn
15806	Sfpi1
15809	Sfrp1
15810	Sfrp2
15811	Sfrp4
15812	Sfrp5
15819	Sftpa1
15821	Sftpc
15822	Sftpd
15832	Sgcg
15835	Sgk1
15839	Sgms2
15854	Sh2d1a
15856	Sh2d2a
15857	Sh2d3c
15865	Sh3bgrl3
15869	Sh3bp5
15874	Sh3gl3
15883	Sh3tc1
15884	Sh3tc2
15895	Shc4
15898	She
15920	Shroom4
15926	Sidt1
15928	Sigirr
15931	Siglec5
15932	Siglece
15934	Siglech
15948	Sipa1l2
15952	Sirpb1b
15969	Skap1
15972	Skil
15984	Sla
15990	Slamf7
15992	Slamf9
15994	Slc10a1
15998	Slc10a5
16001	Slc11a1
16020	Slc15a2
16021	Slc15a3
16026	Slc16a11
16028	Slc16a13
16031	Slc16a3
16034	Slc16a6
16059	Slc20a1
16140	Slc26a10
16156	Slc28a2
16162	Slc2a1
16167	Slc2a3
16210	Slc35f1
16215	Slc36a2
16227	Slc38a4
16233	Slc39a1
16247	Slc3a1
16249	Slc40a1
16254	Slc43a2
16255	Slc43a3
16298	Slc6a1
16301	Slc6a13
16307	Slc6a2
16313	Slc6a6
16319	Slc7a11
16326	Slc7a4
16331	Slc7a8
16341	Slc9a3r2
16355	Slco2b1
16360	Slfn1
16363	Slfn2
16365	Slfn4
16366	Slfn5
16374	Slitrk2
16377	Slitrk5
16384	Slpi
16387	Slurp1
16399	Smagp
16438	Smoc1
16439	Smoc2
16448	Smpdl3b
16451	Smr3a
16479	Snca
16482	Sncg
16484	Sned1
16545	Snrk
16565	Sntb1
16569	Sntn
16584	Snx20
16590	Snx29
16607	Socs3
16613	Sod2
16614	Sod3
16622	Sorcs1
16630	Sost
16631	Sostdc1
16637	Sox10
16643	Sox17
16644	Sox18
16645	Sox2
16647	Sox2ot
16650	Sox4
16653	Sox7
16655	Sox9
16659	Sp140
16681	Spag6
16685	Sparc
16686	Sparcl1
16725	Speer4e
16743	Spib
16744	Spic
16763	Spint2
16771	Spnb1
16772	Spnb2
16776	Spns2
16782	Spon1
16783	Spon2
16786	Spp1
16794	Sprr1a
16807	Spry1
16808	Spry2
16825	Sqstm1
16843	Srgn
16847	Srms
16880	Srxn1
16894	Sspo
16923	St6galnac3
16933	St8sia5
16935	Stab1
16969	Stc1
16970	Stc2
16974	Steap4
16977	Stfa2l1
16987	Stk17b
17005	Stmn1
17007	Stmn2
17068	Sult1a1
17070	Sult1c1
17072	Sult1d1
17073	Sult1e1
17084	Sult5a1
17121	Svep1
17146	Syk
17157	Syngr1
17158	Syngr2
17170	Syp
17186	Syt5
17193	Sytl3
17205	Tac1
17215	Tacstd2
17243	Tagap
17245	Tagln
17248	Tal1
17257	Tap1
17288	Tbc1d10c
17320	Tbck
17341	Tbx21
17347	Tbxa2r
17351	Tcap
17368	Tcf15
17380	Tchh
17386	Tcn2
17401	Tctex1d4
17415	Tdrd6
17418	Tdrkh
17423	Tec
17431	Tek
17432	Tekt1
17435	Tekt4
17447	Tesc
17450	Tespa1
17458	Tex14
17484	Tff1
17485	Tff2
17490	Tfpi2
17494	Tg
17499	Tgfb2
17501	Tgfbi
17509	Tgm2
17517	Tgtp1
17518	Tgtp2
17530	Thbd
17531	Thbs1
17532	Thbs2
17534	Thbs4
17537	Them5
17553	Thrsp
17554	Thsd1
17555	Thsd4
17556	Thsd7a
17562	Thy1
17570	Tie1
17579	Timd4
17580	Timeless
17593	Timp1
17594	Timp2
17595	Timp3
17596	Timp4
17598	Tinagl1
17600	Tiparp
17630	Tlr2
17633	Tlr5
17638	Tlx1
17644	Tm4sf1
17664	Tmc5
17691	Tmem100
17765	Tmem176a
17766	Tmem176b
17811	Tmem212
17812	Tmem213
17824	Tmem229a
17831	Tmem27
17891	Tmem88
17892	Tmem88b
17928	Tmprss5
17932	Tmsb10
17937	Tmsb4x
17948	Tnc
17949	Tnf
17951	Tnfaip2
17952	Tnfaip3
17953	Tnfaip6
17955	Tnfaip8l1
17961	Tnfrsf12a
17964	Tnfrsf14
17966	Tnfrsf18
17969	Tnfrsf1b
17973	Tnfrsf25
17975	Tnfrsf4
17977	Tnfrsf9
17978	Tnfsf10
17979	Tnfsf11
17982	Tnfsf13b
17983	Tnfsf14
17984	Tnfsf15
17988	Tnfsf9
17992	Tnip3
17998	Tnmd
17999	Tnn
18001	Tnnc2
18002	Tnni1
18021	Tnxb
18043	Top2a
18059	Tpbg
18063	Tpd52
18066	Tph1
18070	Tpm1
18071	Tpm2
18075	Tpo
18080	Tppp3
18087	Tpsab1
18088	Tpsb2
18102	Traf3ip1
18121	Trappc2
18135	Trem1
18136	Trem2
18137	Trem3
18140	Treml4
18144	Trf
18150	Trib1
18159	Trim14
18167	Trim25
18173	Trim30a
18174	Trim30b
18175	Trim30d
18183	Trim36
18235	Trmt61b
18246	Trp53i11
18256	Trpc3
18260	Trpc6
18267	Trpm5
18273	Trpv2
18282	Try4
18283	Try5
18286	Tsc22d1
18288	Tsc22d3
18300	Tshr
18305	Tsks
18311	Tspan1
18314	Tspan12
18315	Tspan13
18317	Tspan15
18348	Tst
18350	Tstd1
18352	Tsx
18364	Ttc21a
18383	Ttc36
18421	Ttyh1
18425	Tuba1a
18439	Tubb4b
18440	Tubb5
18443	Tube1
18461	Tusc5
18469	Txk
18486	Txnip
18499	Tyrobp
18508	Uaca
18509	Uap1
18523	Ubash3a
18526	Ubc
18531	Ube2c
18548	Ube2l6
18593	Ubxn10
18608	Ucma
18610	Ucn2
18612	Ucp2
18621	Ugdh
18643	Ugt8a
18665	Unc45b
18668	Unc5b
18672	Unc79
18675	Unc93b1
18677	Ung
18687	Upk1b
18691	Upp1
18716	Ushbp1
18727	Usp18
18761	Usp50
18762	Usp51
18784	Uts2r
18794	Vamp5
18808	Vat1l
18811	Vav2
18818	Vcam1
18819	Vcan
18829	Vegfc
18840	Vim
18863	Vmn2r-ps129
18886	Vnn3
18891	Vpreb3
18909	Vps37b
18928	Vsig4
18939	Vtn
18940	Vwa1
18948	Vwf
18982	Wdr16
19010	Wdr52
19019	Wdr62
19043	Wdr92
19055	Wfdc12
19058	Wfdc15b
19060	Wfdc2
19076	Wif1
19079	Wipf3
19082	Wisp1
19083	Wisp2
19094	Wnt16
19095	Wnt2
19102	Wnt6
19115	Wscd1
19130	Xcl1
19131	Xcr1
19132	Xdh
19134	Xirp1
19201	Yod1
19223	Zan
19224	Zap70
19231	Zbp1
19358	Zfp112
19408	Zfp273
19425	Zfp300
19446	Zfp36
19452	Zfp36l1
19453	Zfp36l2
19463	Zfp389
19496	Zfp46
19522	Zfp536
19525	Zfp551
19622	Zfp773
19644	Zfp819
19682	Zfp935
19729	Zg16
19767	Zmynd15
