0;11690
0;3112
0;15573
0;3610
0;19011
1;7477
1;2791
1;1993
1;3664
1;17025
2;561
2;31256
2;121
2;22153
2;6334
3;8151
3;19322
3;21792
3;1813
3;10318
4;1494
4;592
4;29246
4;1955
4;5742
5;20796
5;2491
5;1760
5;15904
5;3536
6;28868
6;1899
6;11392
6;3971
6;23882
7;25741
7;22156
7;30573
7;15334
7;22178
8;11926
8;8569
8;30541
8;1531
8;1405
9;6603
9;7177
9;7223
9;5182
9;410
10;25675
10;14687
10;24782
10;1513
10;14891
11;6327
11;2867
11;3279
11;22211
11;1734
12;194
12;2555
12;1878
12;6286
12;3188
13;26482
13;8639
13;26244
13;23964
13;554
14;7115
14;184
14;10111
14;30827
14;31792
15;23601
15;2035
15;31295
15;5510
15;4075
16;33228
16;10764
16;7906
16;18461
16;21114
17;2365
17;31159
17;3252
17;2457
17;3737
18;656
18;358
18;23153
18;29281
18;7543
19;4031
19;10505
19;12699
19;7236
19;9139
20;5371
20;3751
20;27821
20;29434
20;138
21;23991
21;17974
21;3168
21;394
21;12544
22;29340
22;6968
22;25973
22;19615
22;4016
23;1489
23;11848
23;33182
23;29200
23;31281
24;9256
24;163
24;8474
24;7146
24;6408
25;5060
25;30814
25;6244
25;19166
25;19142
26;1631
26;5049
26;4642
26;3516
26;6872
27;2738
27;552
27;11905
27;1258
27;512
28;3743
28;88
28;3730
28;9233
28;30272
29;18626
29;31027
29;3577
29;7776
29;329
30;13140
30;10768
30;16106
30;29098
30;22719
31;19338
31;3312
31;15978
31;28940
31;13013
32;4521
32;2699
32;7892
32;4403
32;5590
33;2160
33;1926
33;247
33;1640
33;2119
34;8237
34;23006
34;33077
34;17133
34;18960
35;3122
35;831
35;20753
35;2261
35;1646
36;26105
36;6626
36;24109
36;25268
36;28896
37;7468
37;18358
37;11859
37;16782
37;16719
38;5652
38;560
38;23435
38;5923
38;559
39;24074
39;31869
39;23967
39;2949
39;9610
40;31970
40;6999
40;31520
40;21062
40;29202
41;6745
41;1719
41;27436
41;3990
41;1661
42;5357
42;18404
42;6365
42;4778
42;20821
43;3989
43;17617
43;5610
43;1762
43;6744
44;3153
44;21793
44;19226
44;29073
44;9176
45;14274
45;4314
45;27670
45;33204
45;24551
46;18034
46;19226
46;19672
46;12469
46;33086
47;2924
47;2261
47;4471
47;20753
47;21217
48;16867
48;17929
48;1102
48;3562
48;1780
49;30157
49;22677
49;28882
49;11049
49;18023
50;31257
50;2938
50;31158
50;29507
50;8703
51;873
51;13408
51;388
51;8381
51;27812
52;17244
52;5555
52;9967
52;1031
52;6980
53;31009
53;12333
53;21042
53;11801
53;25908
54;32061
54;4596
54;7189
54;2400
54;7329
55;26149
55;23118
55;2816
55;24686
55;31504
56;4867
56;31815
56;1263
56;29930
56;5434
57;2505
57;9529
57;10739
57;24025
57;23324
58;4718
58;21463
58;22394
58;32711
58;11126
59;2460
59;1187
59;3222
59;1210
59;4518
60;2292
60;4022
60;33034
60;7141
60;19348
61;11483
61;31860
61;5304
61;10649
61;4463
62;1840
62;32459
62;2820
62;7521
62;387
63;17966
63;13958
63;21237
63;2784
63;128
64;13761
64;2537
64;6342
64;10218
64;25591
65;28170
65;8474
65;9334
65;28518
65;5999
66;3654
66;11931
66;8152
66;1685
66;10783
67;30069
67;24856
67;24185
67;195
67;11359
68;2489
68;4016
68;67
68;24185
68;2855
69;3369
69;30599
69;29096
69;31451
69;7468
70;6623
70;3596
70;2238
70;1821
70;1669
71;6286
71;4259
71;1963
71;1878
71;5362
72;3777
72;4031
72;3515
72;3575
72;3182
73;3815
73;1476
73;12368
73;6259
73;3920
74;33422
74;23666
74;10732
74;16596
74;28969
75;31097
75;7835
75;5674
75;24790
75;26817
76;29837
76;14434
76;30900
76;9280
76;26871
77;31531
77;27394
77;3711
77;880
77;14682
78;2668
78;1782
78;6707
78;4299
78;1908
79;2943
79;26584
79;18873
79;21514
79;7855
80;31931
80;30242
80;23655
80;32597
80;141
81;570
81;27855
81;31721
81;92
81;30296
82;7710
82;28637
82;19443
82;5844
82;1769
83;20109
83;29137
83;4311
83;2439
83;17931
84;3632
84;879
84;208
84;4967
84;4428
85;2084
85;9135
85;13111
85;25676
85;30645
86;20138
86;22154
86;26068
86;33186
86;3805
87;5474
87;18226
87;4940
87;8219
87;25717
88;1960
88;3743
88;1873
88;3730
88;14044
89;5955
89;532
89;1591
89;7043
89;16634
90;27183
90;24000
90;15131
90;4923
90;25683
91;5831
91;10629
91;24622
91;27209
91;33131
92;22613
92;570
92;5131
92;81
92;6665
93;4016
93;68
93;3913
93;27394
93;945
94;103
94;9256
94;12153
94;10526
94;13816
95;33348
95;2711
95;22741
95;21794
95;31791
96;5945
96;518
96;364
96;5946
96;5844
97;329
97;6494
97;5982
97;5192
97;1186
98;1510
